X1,LexikalischerFrame,KE1,KEE,KE2,Lesart,Schwierigkeit,Koerzion,No,Date,Genre,Bibl,ContextBefore,Hit,ContextAfter
wälzen,Body_movement,Body_movement.Agent,Body_movement.Body_part,Body_movement.(Goal),manner,a,1,1397,38718,Belletristik,"Düffel, John von: Vom Wasser, München: dtv 2006, S. 159","Es waren nicht viele Fliegen unterwegs, vielleicht ging der Wind eine Spur zu kräftig, vielleicht lag es auch daran, daß er vom See her blies und die leichteren Fliegen und Mücken zurück an Land wehte.","Außer Reichweite, am Rand einer grasigen, jungen Schilfkolonie, wälzte sich eine schwere Forelle an die Wasseroberfläche und verschlang schwappend einen flügelschlagenden, langbeinigen Weberknecht, ansonsten blieb das Wasser ruhig und unbewegt bis auf den Anschlag der Wellen am Rumpf des Bootes, das allmählich schlingernd ans Ufer trieb.","Als wir bis auf wenige Meter an die Schilfkante herangekommen waren, ließ mein Vater mich die Angel halten, während er mit leisen Schlägen wieder ein Stück weit auf den See hinausruderte, von wo aus er die Fliege noch einmal auswarf, an etwas anderer Stelle."
schmeißen,Body_movement,Body_movement.Agent,Body_movement.Body_part,Body_movement.(Goal),manner,x,1,1482,38718,Belletristik,"Krausser, Helmut: Eros, Köln: DuMont 2006, S. 188","Vor dem Gefängnisausgang wartete bereits Henry, mit einer Art vollgestopftem Seesack neben sich.","Sofie entstieg dem Wagen, schmiß sich an ihn ran, küsste ihn, wirkte fahrig, nicht ganz bei der Sache, ich fühlte zugleich Schmerz und Spaß, nein, zugleich nicht, schnell aufeinanderfolgend, das eher.",Ein Wechselspiel von Stromstoß und Lichtblitz.
pressen,Self_motion,Self_motion.Self_mover,NA,Self_motion.Goal,manner,c,1,1499,38718,Belletristik,"Noll, Ingrid: Ladylike, Zürich: Diogenes 2006, S. 257","Noch aufregender ist es, das himmlische Licht- und Wolkenspiel zu beobachten.","Obwohl wir in dem winzigen Flugzeug zwangsläufig beide einen Fensterplatz haben, scheint meine Seite die interessantere zu sein, denn Ewald preßt sich immer dichter an mich, um auf eine Kuh oder ein Bauernhaus hinzuweisen.","Wenn ich auch etwas irritiert gegen die fordernde Schwere seines Körpers ankämpfe, so werde ich gleichzeitig von einer Welle des Glücks durchflutet."
schleichen,Self_motion,Self_motion.Self_mover,NA,Self_motion.Goal,manner,b,1,1547,38718,Belletristik,"Schrott, Raoul: Tristan da Cunha oder die Hälfte der Erde; Hanser Verlag 2003, S. 275","Der Sohn des Kapitäns hat eine Methode entdeckt, den fetten See-Elefanten zu kochen, indem er ihn zusammen mit wildem Sellerie in kleine Stücke schneidet und, in Tuch geschlagen, im Wasser siedet; sonst ist er kaum zu essen.","Man schleicht sich an die großen Viecher heran, sticht ihnen die Augen aus, betäubt sie dann mit einem Knüppel und schneidet ihnen die Innereien heraus; sie krepieren nur langsam, deshalb wartet man, bevor man sich Hirn, Leber und Zunge holt.",Einem der Matrosen hat ein Tier selbst nach einer Stunde noch das Bein bis auf den Knochen durchgebissen.
bewegen,Motion,Motion.Theme,NA,Motion.Goal,neutral,c,1,18,36526,Belletristik,"Beyer, Marcel: Spione, Köln: DuMont 2000, S. 119",Die eigenen Erinnerungen müssen mit aller Kraft gegen die Erinnerungen der anderen verteidigt werden.,"Sie sieht die Axt auf den Schreibtisch ihres Mannes niedergehen, unaufhörlich wird auf diese Holzplatte eingehackt, die Büroablage bewegt sich ruckweise auf die Kante zu, Stifte, Briefklammern und Radiergummis springen heraus, der Briefbeschwerer fällt zu Boden, sie sieht ein Löschblatt unter einem Axthieb zerreißen, aber je genauer sie hinschauen will, desto unklarer wird ihr, wer die Axt gehalten hat.",Nicht Kleinholzmachen für den Küchenofen.
wagen,Daring,Daring.Agent,Motion.Theme,Motion.Goal,incidental,a,7,19,36526,Belletristik,"Beyer, Marcel: Spione, Köln: DuMont 2000, S. 126","Natürlich wird unser Großvater niemals zum Taubenmann kommen, er müßte an unserem Haus vorbei, die Alte würde zwangsläufig davon erfahren und Ärger machen.","Er meidet diese Gegend, wagt sich nicht auf den Hügel herauf, fürchtet noch den entferntesten Blickkontakt mit einem Mitglied seiner Familie.","Wenn wir uns aber dem Taubenmann an die Fersen heften, werden wir irgendwann in die Nähe unseres Großvaters gelangen."
drehen,Cause_to_move_in_place,Cause_to_move_in_place.Agent,Cause_to_move_in_place.Theme,Cause_to_move_in_place.Bodypart_of_agent,neutral,x,1,52,36526,Belletristik,"Goosen, Frank: Liegen lernen, Frankfurt am Main: Eichborn AG 2000, S. 93",Einmal zog sie auch das Bikinioberteil aus.,Ich drehte mich wieder auf den Bauch.,"Im Stadtpark küßten wir uns immer nur, sonst nichts."
drehen,Cause_to_move_in_place,Cause_to_move_in_place.Agent,Cause_to_move_in_place.Theme,Cause_to_move_in_place.Bodypart_of_agent,neutral,x,1,105,36526,Belletristik,"Goosen, Frank: Liegen lernen, Frankfurt am Main: Eichborn AG 2000, S. 29","Also, was kann ich für dich tun? «",Ich legte mich hin und drehte mich gleich auf die Seite.,Nichts von Britta.
senken,Motion_directional,Motion_directional.Theme,NA,Motion_directional.Goal,neutral,x,1,172,36538,Zeitung,"Die Zeit, 13.01.2000, Nr. 3",Ihnen bietet Europas neue Verträglichkeit ein nachahmenswertes Modell.,"Ich stehe im Schnee, perfekte Schneeflocken senken sich auf mich herab, schrappschrappschrapp.","Die Zahlen für 1999 belegen, dass der Anteil der größten US-amerikanischen Investmentbanken Goldman Sachs, Morgan Stanley und Merrill Lynch am Markt für Firmenübernahmen weiter gestiegen ist, während die deutschen Banken stagnierten oder sogar zurückfielen."
begeben,Motion,Motion.Theme,NA,Motion.Goal,neutral,b,1,204,36545,Zeitung,"Die Zeit, 20.01.2000, Nr. 4","Jürgs Großmutter hatte wohl Alzheimer, doch räumt er selbst ein, dies erst heute zu vermuten; nicht die Großmutter brachte ihn auf die Idee, sondern der ihm verwunderlich scheinende Umstand, dass der Mann, nach dem das große Vergessen benannt ist, inzwischen selbst vergessen ist.","Und so begab sich Jürgs auf eine Spurensuche im Niemandsland, so der Untertitel seines Buches Alzheimer.","Von keiner Fachkenntnis getrübt, recherchierte er neun Monate lang, ""bei Erkrankten und ihren Familien, bei Pflegern und in Heimen, bei Ärzten und in Kliniken, in staubigen Archiven und in blitzenden Laboratorien"", wie er mit dem ihm eigenen Pathos schreibt, das in schlechteren Momenten an den stern erinnert, in den besseren an Horst Stern."
stürzen,Self_motion,Self_motion.Self_mover,NA,Self_motion.Goal,manner,x,1,248,36552,Zeitung,"Die Zeit, 27.01.2000, Nr. 5",Er ist aber auch der unscheinbarste.,Er unterbrach wichtige Auftragsarbeiten und stürzte sich auf den Einzigen.,"Zurückgefallen sind der Opel Vectra (von 5 auf 9) und insbesondere die Ford-Modelle Fiesta und Mondeo, die ganz aus der Top-15-Bestsellerliste verschwanden."
schieben,Cause_motion,Cause_motion.Agent,Cause_motion.Theme,Cause_motion.Goal,neutral,x,1,251,36552,Zeitung,"Die Zeit, 27.01.2000, Nr. 5","Jetzt fühlte Marx sich provoziert, selbst einzugreifen.","Die 3er Serie von BMW schaffte beispielsweise den Sprung von Rang 6 auf 3, die Mercedes A-Klasse schob sich von Rang 16 auf Rang 6 und wurde damit zur meistverkauften Modellreihe der Stuttgarter.","Verglichen mit den letzten getragenen Großtableaus In weiter Ferne, so nah! und The End of Violence, ist The Million Dollar Hotel eher von bescheidenem Format."
begeben,Motion,Motion.Theme,NA,Motion.Goal,neutral,b,1,271,36559,Zeitung,"Die Zeit, 03.02.2000, Nr. 6","Die großen Augen strahlen den Betrachter aus der Dunkelheit an, als wollten sie ihn davon überzeugen, dass Kinder nachts auf keinen Fall schlafen dürfen. ""","Schreibt Jens Thiele in seiner Laudatio am 11. November und begibt sich mit auf den nächtlichen Weg durch eine Stadt, in der wunderbare Kinderträume leben:","""Erlbruch collagiert, zeichnet und malt, er zitiert und parodiert, doch immer sparsam und reduziert, mit Blick auf die spannungsvolle Komposition, die so charakteristisch für seine Arbeit ist."
bewegen,Motion,Motion.Theme,NA,Motion.Direction,neutral,x,1,310,36566,Zeitung,"Die Zeit, 10.02.2000, Nr. 7","""Von weitem betrachtet, sieht dies nach einem eindimensionalen Objekt aus:","Eine Ameise scheint sich auf der Schnur nur von links nach rechts bewegen zu können.""",Erst bei näherer Betrachtung erkennt man eine weitere Dimension:
begeben,Motion,Motion.Theme,NA,Motion.Goal,neutral,x,1,334,36573,Zeitung,"Die Zeit, 17.02.2000, Nr. 8",Aber wer legt die Ausnahmen fest?,"Es lässt sich nicht ganz klären, auf welches Stockwerk die Linke sich neuerdings begibt.","Schließlich kann man Marktmacht ja auch missbrauchen, um Neuankömmlinge abzuschrecken - sodass es mit der ""Angreifbarkeit"" der Märkte nicht mehr weit her ist."
begeben,Motion,Motion.Theme,NA,Motion.Goal,neutral,x,1,337,36573,Zeitung,"Die Zeit, 17.02.2000, Nr. 8",Bis heute müssen die Montafoner zu Fuß kommen.,Und begeben sich dabei auf eine Reise in ein exotisches Land.,"Dass die Schweizer, die modernen Nachbarn, derart rückständig in ihren Walserhütten leben können, das begreift in Gargellen niemand so leicht."
stürzen,Self_motion,Self_motion.Self_mover,NA,Self_motion.Goal,manner,x,1,346,36573,Zeitung,"Die Zeit, 17.02.2000, Nr. 8",Sie erschienen ihnen wie die Rechtfertigung von Monopolrenten.,"Sobald Harpy ein fremdes Radar ortet, das keine Freundkennung senden kann, stürzt sich die Flugmaschine wie ein Kamikaze mit 32 Kilo Sprengstoff auf die Anlage.",Prototypen dieses Low Cost Autonomous Attack System (Locaas) sollen Ende 2001 fertig sein; Lockheed Martin kassiert dafür 33 Millionen Dollar.
werfen,Body_movement,Body_movement.Agent,Body_movement.Body_part,Body_movement.(Goal),manner,x,1,349,36573,Zeitung,"Die Zeit, 17.02.2000, Nr. 8","Die Familie seines Vaters hingegen war liberal, Proctors Vater selbst Bürgerrechtsaktivist, der vom rassistischen Zweig der Familie als ""Nigger-Lover"" beschimpft wurde.","Ihre Spieße als Springstöcke benutzend, setzen die Bauern - ihr Aufgebot ist nicht einmal halb so stark wie das der Fürsten - über die Gräben und werfen sich auf den Heerwurm, der weder vor, zurück noch seitwärts kann.","In 40 Ländern werden Außenhandelsverträge nicht mehr nach nationalem, sondern nach dem Kaufrecht der Vereinten Nationen geschlossen."
stürzen,Self_motion,Self_motion.Self_mover,NA,Self_motion.Goal,manner,x,1,420,36594,Zeitung,"Die Zeit, 09.03.2000, Nr. 11",Die Französische Revolution war in ihrer terroristische Phase.,"Geht eine junge Internet-Firma an den Aktienmarkt, stürzen sich Börsianer auf das Papier, obwohl die Zahlungsbereitschaft der Netzsurfer für neue Dienste gegen null tendiert.",Auf immer demselben Weg in der Sonne im Staube
vorwagen,Daring,Daring.Agent,Motion.Theme,Motion.Goal,incidental,a,7,425,36594,Zeitung,"Die Zeit, 09.03.2000, Nr. 11",Und weshalb er hier ist und wo seine Toten weilen,"Wie die Franzosen platzierten sie ihre Anlagen an den attraktivsten Stränden rund ums Mittelmeer und wagten sich bald auch auf andere sonnenverwöhnte Erdteile vor, in denen immer sommerliche Temperaturen herrschten.","Die Währungen sollten im Prinzip nach festen Wechselkursen umgetauscht werden, mit dem Dollar als Ankerwährung."
begeben,Motion,Motion.Theme,NA,Motion.Goal,neutral,x,1,461,36605,Zeitung,"Archiv der Gegenwart, 2001 [2000]",Der Gewalteinsatz der russischen Truppen im benachbarten Tschetschenien und die schwerwiegenden Menschenrechtsverletzungen erfüllen uns weiter mit Sorge.,"JOHANNES PAUL reiste nach Madaba und begab sich auf den Berg Nebo, wo nach der Überlieferung der Bibel Moses das gelobte Land erschaut haben soll.","Mosambik besitzt nur einen Helikopter, sieben schickte Südafrika, nach einigen Tagen beteiligten sich auch Europa und die USA an dem Einsatz."
retten,Rescuing,Rescuing.Agent,Motion.Theme+Rescuing.Patient,Motion.Goal,means,a,6,464,36608,Zeitung,"Archiv der Gegenwart, 2001 [2000]","Das Land hat etwa fünf Prozent Christen, die aber vor allem auf wirtschaftlichem Gebiet großen Einfluss im Staat ausüben.","Zehntausende von Überlebenden retteten sich auf Hügel, Bäume und Hausdächer, wo sie ohne Trinkwasser und Nahrungsmittel teilweise tagelang ausharrten, bis sie von Hubschraubern gerettet und in Sammellager geflogen wurden.","Die Ausstellung, die in London eine begrenzte Kontroverse einbrachte und in Berlin glatt über die Bühne des Hamburger Bahnhofs ging, wurde natürlich ein großer Erfolg."
wünschen,Desiring,Desiring.Experiencer,Motion.Theme,Motion.Goal+Desiring.Event,means,x,5,521,36615,Zeitung,"Die Zeit, 30.03.2000, Nr. 14","Denn nicht jede Theaterbesucherin im Abendkleid lässt sich widerspruchslos dazu auffordern, mal eben einem Wildfremden tief in die Augen zu schauen und an eine Zahl zwischen 1 und 1000 zu denken.",Mancher Programmdirektor wünscht sich hier inzwischen auf eine wirklich einsame Insel.,"Zuerst dachte ich, sie müsse ihre Wirbelsäule trainieren für die langen Stunden auf dem Arbeitsamt."
senken,Motion_directional,Motion_directional.Theme,NA,Motion_directional.Goal,neutral,x,1,631,36636,Zeitung,"Die Zeit, 20.04.2000, Nr. 17",17.22 Uhr: »Willkommen in Sachsen- Anhalt!«,"Auch ohne fundamentale Umkehrschritte - bekömmliche Empfindungen des ruhevollen Abstands, einer diffus meditativen Beschaulichkeit senken sich auf diesem mons sacra ohne Zweifel auf den Gast hernieder:","Der Hotelneubau in Wolfsburg, dessen Eröffnung für den 1. Juni geplant ist, wird über 54 so genannte Clubzimmer und Suiten verfügen."
begeben,Motion,Motion.Theme,NA,Motion.Goal,neutral,x,1,707,36718,Zeitung,"Archiv der Gegenwart, 2001 [2000]","Die Anfeindungen der letzten Wochen in Richtung der Personen, die ihn bzw. seine Partei mit Spenden unterstützt hätten, hätten leider gezeigt, mit welchen Konsequenzen Menschen rechnen müssten, wenn ihre Namen bekannt würden.","""Ich begebe mich nun auf Einladung von Präsident Bill CLINTON auf eine Friedensmission und nehme die Sehnsüchte des gesamten israelischen Volkes mit mir - seine Hoffnungen und seine Gebete für Frieden und Sicherheit in unserem Land... Ich begebe mich auf diese Mission und bin dabei voll und ganz auf jeden einzelnen Teil der Landschaft Israels und das Erbe, das daraus erwachsen ist, konzentriert.","Am 27. Juli kamen Vertreter BARAKs und ARAFATs am Grenzübergang Erez zusammen, um zu beraten, wie gewalttätige Auseinandersetzungen verhindert werden könnten."
begeben,Motion,Motion.Theme,NA,Motion.Goal,neutral,x,1,748,36815,Zeitung,"Archiv der Gegenwart, 2001 [2000]","Die Völker Europas haben dadurch, dass sie untereinander eine immer engere Union begründet haben, beschlossen, auf der Grundlage gemeinsamer Werte eine friedliche Zukunft zu teilen.","Der Likud-Politiker SHARON begab sich am 28. September mit einem großen Aufgebot an Sicherheitskräften auf den weiträumig abgesperrten Tempelberg, der den Felsendom und die Al-Aksa-Moschee, den drittheiligsten Ort der Moslems, umfasst.","Als Gueïs Gegenkandidat, Laurent Gbagbo, sich daraufhin zum Staatschef ausrief, kam es zu Straßenschlachten mit den Anhängern des von der Wahl ausgeschlossenen Opositionspolitikers Alassane Ouattara, die Neuwahlen forderten."
drehen,Cause_to_move_in_place,Cause_to_move_in_place.Agent,Cause_to_move_in_place.Theme,Cause_to_move_in_place.Bodypart_of_agent,neutral,x,1,825,36892,Belletristik,"Hettche, Thomas: Der Fall Arbogast, Köln: DuMont Buchverlag, 2001, S. 12","406 Millionen hatte Krupps Gesamtumsatz 1913/14 im letzten Geschäftsjahr vor Kriegsbeginn betragen, und davon waren mehr als ein Drittel auf ""Kriegsmaterial"" entfallen.",Sie drehte sich aus seiner Umarmung hinaus und auf den Bauch.,"»Meinen Sie, man hat sie erwürgt?«"
ziehen,Cause_motion,Cause_motion.Agent,Cause_motion.Theme,Cause_motion.Goal,neutral,x,1,827,36892,Belletristik,"Hettche, Thomas: Der Fall Arbogast, Köln: DuMont Buchverlag, 2001, S. 18","Er sah noch ihr Lächeln unter den geschlossenen Augen, als sie sich zu einem Kuß umwandte, dann ließen sie sich beide zugleich zwar nicht fallen, doch einander haltend auf den Boden hinab und ins Gras, wo schon ihre Unterwäsche lag.","Eine weitere, oberflächlich etwas abgeschürfte, blutunterlaufene Würgemarke zieht sich unter dem Kinn in Höhe des Halsansatzes fünf Zentimeter lang auf die rechte Gesichtsseite hinüber.«","Er starrte aus dem Fenster, obwohl es draußen noch völlig dunkel war."
drehen,Cause_to_move_in_place,Cause_to_move_in_place.Agent,Cause_to_move_in_place.Theme,Cause_to_move_in_place.Bodypart_of_agent,neutral,x,1,834,36892,Belletristik,"Hettche, Thomas: Der Fall Arbogast, Köln: DuMont Buchverlag, 2001, S. 68",Du bist doch neu. «,Er ertrug das nicht lange und drehte sich wieder auf den Rücken.,"Warme Sommerluft kam herein, Stimmen vom Hof und das metallene Gezirpe von Lerchen, die über den nahen Feldern standen."
drehen,Cause_to_move_in_place,Cause_to_move_in_place.Agent,Cause_to_move_in_place.Theme,Cause_to_move_in_place.Bodypart_of_agent,neutral,x,1,868,36892,Belletristik,"Pressler, Mirjam: Malka Mai, Weinheim Basel: Beltz & Gelberg 2001, S. 38","Sie wollte Veronika nicht verärgern, dann durfte sie vielleicht nicht mehr mit ihr spielen.","Da drehte sich Minna auf die Seite, legte ihren Kopf auf den Arm ihrer Mutter und drückte sich an sie wie früher, als sie noch ein kleines Kind gewesen war.","Sie musste schlafen, unbedingt, wer weiß, was der nächste Tag bringen würde."
drehen,Cause_to_move_in_place,Cause_to_move_in_place.Agent,Cause_to_move_in_place.Theme,Cause_to_move_in_place.Bodypart_of_agent,neutral,x,1,870,36892,Belletristik,"Pressler, Mirjam: Malka Mai, Weinheim Basel: Beltz & Gelberg 2001, S. 40","Hanna hörte an ihren abgehackten Atemzügen, dass ihre Tochter mit dem Weinen kämpfte, und berührte ihr Gesicht.","Vorsichtig schob sie Minna noch etwas weiter zur Wand, drehte sich auf die Seite und machte die Augen zu.","Malka schaute erst den Hühnern zu, dann ging sie zu dem niedrigen Stall zwischen Haus und Scheune."
